# x
1.000000000000000000e+01 1.503402709960937500e+00
1.000000000000000000e+01 4.894712567329406738e-01
-1.000000000000000000e+01 1.169304013252258301e+00
-1.000000000000000000e+01 1.584738016128540039e+00
-1.000000000000000000e+01 1.366193294525146484e+00
1.000000000000000000e+01 1.644583344459533691e+00
1.000000000000000000e+01 9.853370785713195801e-01
1.000000000000000000e+01 1.489909715019166470e-03
-1.000000000000000000e+01 1.455683588981628418e+00
1.000000000000000000e+01 1.440070629119873047e+00
-1.000000000000000000e+01 8.461072444915771484e-01
-1.000000000000000000e+01 1.348524212837219238e+00
1.000000000000000000e+01 1.891815185546875000e+00
-1.000000000000000000e+01 1.146109700202941895e-01
-1.000000000000000000e+01 3.125749528408050537e-01
-1.000000000000000000e+01 8.925850987434387207e-01
1.000000000000000000e+01 7.851270437240600586e-01
-1.000000000000000000e+01 1.535403966903686523e+00
1.000000000000000000e+01 1.137502431869506836e+00
1.000000000000000000e+01 2.743455767631530762e-01
-1.000000000000000000e+01 3.406333327293395996e-01
1.000000000000000000e+01 5.551509857177734375e-01
-1.000000000000000000e+01 1.098398327827453613e+00
-1.000000000000000000e+01 1.185706496238708496e+00
1.000000000000000000e+01 3.493697643280029297e-01
1.000000000000000000e+01 1.368644475936889648e+00
1.000000000000000000e+01 3.142676949501037598e-01
-1.000000000000000000e+01 9.492674469947814941e-01
1.000000000000000000e+01 1.499941110610961914e+00
-1.000000000000000000e+01 1.737793445587158203e+00
1.000000000000000000e+01 1.164164185523986816e+00
-1.000000000000000000e+01 4.085812270641326904e-01
-1.000000000000000000e+01 5.751870870590209961e-01
1.000000000000000000e+01 1.368707418441772461e-01
-1.000000000000000000e+01 8.304865360260009766e-01
1.000000000000000000e+01 1.599573135375976562e+00
-1.000000000000000000e+01 1.821344614028930664e+00
1.000000000000000000e+01 1.699500918388366699e+00
-1.000000000000000000e+01 1.582105398178100586e+00
1.000000000000000000e+01 2.971498072147369385e-01
-1.000000000000000000e+01 1.148892521858215332e+00
-1.000000000000000000e+01 7.635822892189025879e-02
-1.000000000000000000e+01 1.403929710388183594e+00
-1.000000000000000000e+01 1.552679538726806641e+00
-1.000000000000000000e+01 9.210145473480224609e-01
1.000000000000000000e+01 1.696198344230651855e+00
-1.000000000000000000e+01 6.757557988166809082e-01
1.000000000000000000e+01 2.338591068983078003e-01
1.000000000000000000e+01 4.726072549819946289e-01
1.000000000000000000e+01 1.305185556411743164e+00
1.000000000000000000e+01 1.503402709960937500e+00
1.000000000000000000e+01 4.894712567329406738e-01
-1.000000000000000000e+01 1.169304013252258301e+00
-1.000000000000000000e+01 1.584738016128540039e+00
-1.000000000000000000e+01 1.366193294525146484e+00
1.000000000000000000e+01 1.644583344459533691e+00
1.000000000000000000e+01 9.853370785713195801e-01
